company_name,job_description,job_salary,job_type,job_classification,company_review,company_benefits,company_size,company_industry,job_location
Celestica Electronics (M) Sdn Bhd,"Lead Engineer, Manufacturing Process",No info for Job Salary,Full time,Process Engineering (Engineering),No info for Company Review,No info for Company Benefits,No info for Company Size,No info for Company Industry,"Kulim, Kedah"
Hilti (Malaysia) Sdn Bhd,Internship - DevOps Engineer,No info for Job Salary,Full time,Developers/Programmers (Information & Communication Technology),4.3,"Medical
Education support
Dental
Vision
Company Car, Petrol Card, Toll & Parking allowance",51-100 employees,Machinery & Automation,"Petaling, Selangor"
Hilti (Malaysia) Sdn Bhd,Internship - IT Business Analyst,No info for Job Salary,Full time,Business/Systems Analysts (Information & Communication Technology),4.3,"Medical
Education support
Dental
Vision
Company Car, Petrol Card, Toll & Parking allowance",51-100 employees,Machinery & Automation,"Petaling, Selangor"
Hilti (Malaysia) Sdn Bhd,Internship - IT Quality Assurance Analyst,No info for Job Salary,Full time,Testing & Quality Assurance (Information & Communication Technology),4.3,"Medical
Education support
Dental
Vision
Company Car, Petrol Card, Toll & Parking allowance",51-100 employees,Machinery & Automation,"Petaling, Selangor"
Broadcom Inc.,Process Engineer - Manufacturing Engineering,No info for Job Salary,Full time,Mechanical Engineering (Engineering),4.1,"Medical
Education support
Dental
Parking
Vision
Stock Grants, Stock Options, Lunch Subsidy","1,001-5,000 employees",Consumer Electronics Manufacturing,Penang
HYVA,Solution Analyst - Supply Chain,No info for Job Salary,Full time,Business/Systems Analysts (Information & Communication Technology),No info for Company Review,Medical,11-50 employees,"Manufacturing, Transport & Logistics",Kuala Lumpur
Extreme Broadband Sdn. Bhd.,Service Operation Center (SOC) Engineer L1,No info for Job Salary,Full time,Customer Service - Call Centre (Call Centre & Customer Service),4.3,"Medical
Miscellaneous allowance
Dental
Parking
Vision
Quarterly office outing",51-100 employees,Telecommunications & Internet Service Providers,Putrajaya
Super Micro Computer,Quality Control Inspector,No info for Job Salary,Full time,"Quality Assurance & Control (Manufacturing, Transport & Logistics)",No info for Company Review,No info for Company Benefits,No info for Company Size,No info for Company Industry,"Johor Bahru, Johor"
GX Bank,"Technology Audit, Lead",No info for Job Salary,Full time,Security (Information & Communication Technology),No info for Company Review,No info for Company Benefits,No info for Company Size,No info for Company Industry,"Petaling, Selangor"
VERTIV (MALAYSIA) SDN. BHD.,"Application Engineer, Thermal",No info for Job Salary,Full time,Mechanical Engineering (Engineering),4.2,No info for Company Benefits,1-10 employees,Computer Software & Networking,Kuala Lumpur
IJM Corporation Berhad,"EXECUTIVE, BIM",No info for Job Salary,Full time,Civil/Structural Engineering (Engineering),4.1,"Medical
Education support
Dental
Sports (e.g. Gym)
Vision","1,001-5,000 employees",Construction,"Kuching, Sarawak"
GX Bank,"Lead Product Manager, Data",No info for Job Salary,Full time,Programme & Project Management (Information & Communication Technology),No info for Company Review,No info for Company Benefits,No info for Company Size,No info for Company Industry,"Petaling, Selangor"
TE CONNECTIVITY OPERATIONS SDN. BHD.,STAFF R&D/PRODUCT DVL ENGINEER,No info for Job Salary,Full time,Electrical/Electronic Engineering (Engineering),3.9,"Medical
Dental
Parking
Vision
13th month salary, bridge toll, group insurance","101-1,000 employees",Consumer Electronics Manufacturing,"Perai, Penang"
APEX Engineering,"Software Engineer, Backend - Polaris",No info for Job Salary,Full time,Engineering - Software (Information & Communication Technology),No info for Company Review,No info for Company Benefits,No info for Company Size,No info for Company Industry,"Petaling, Selangor"
Ranhill Worley Sdn Bhd,Senior Technical Consultant,No info for Job Salary,Full time,Project Management (Engineering),No info for Company Review,No info for Company Benefits,No info for Company Size,No info for Company Industry,"Kuala Lumpur City Centre, Kuala Lumpur"
Oxydata Software Sdn Bhd,Scrum Master,No info for Job Salary,Full time,Programme & Project Management (Information & Communication Technology),No info for Company Review,"Medical
Miscellaneous allowance
Education support
Performance bonus",51-100 employees,Computer Software & Networking,Kuala Lumpur
Oxydata Software Sdn Bhd,Quality Analyst,No info for Job Salary,Full time,Testing & Quality Assurance (Information & Communication Technology),No info for Company Review,"Medical
Miscellaneous allowance
Education support
Performance bonus",51-100 employees,Computer Software & Networking,Kuala Lumpur
Bentley Systems (Malaysia) Sdn Bhd,Proposal Manager,No info for Job Salary,Full time,Programme & Project Management (Information & Communication Technology),No info for Company Review,No info for Company Benefits,No info for Company Size,No info for Company Industry,Kuala Lumpur
UCT Ultra Clean,Configuration Engineer III,No info for Job Salary,Full time,Mechanical Engineering (Engineering),No info for Company Review,No info for Company Benefits,No info for Company Size,No info for Company Industry,Penang
Electronic Arts,Technical Art Director,No info for Job Salary,Full time,Developers/Programmers (Information & Communication Technology),No info for Company Review,No info for Company Benefits,No info for Company Size,No info for Company Industry,Kuala Lumpur
Keysight Technologies Malaysia Sdn. Bhd.,"Quality Engineer, Intermediate",No info for Job Salary,Full time,"Quality Assurance & Control (Manufacturing, Transport & Logistics)",4.6,"Medical
Education support
Dental
Sports (e.g. Gym)
Parking
Vision
Meal Allowance, Mother's Room, Moms-to-be Carpark,","1,001-5,000 employees",Consumer Electronics Manufacturing,Penang
Konica Minolta Business Solutions (M) Sdn Bhd,Product Development Team Leader (Process),No info for Job Salary,Full time,Process Engineering (Engineering),3.9,"Medical
Miscellaneous allowance
Loans
Dental
Annual Leave, Group Insurance","101-1,000 employees",Computer Software & Networking,"Setiu, Terengganu"
GX Bank,"Intern, Business Intelligence & Data Analyst",No info for Job Salary,Full time,"Mathematics, Statistics & Information Sciences (Science & Technology)",No info for Company Review,No info for Company Benefits,No info for Company Size,No info for Company Industry,"Petaling, Selangor"
IJM Corporation Berhad,BIM EXECUTIVE,No info for Job Salary,Full time,Civil/Structural Engineering (Engineering),4.1,"Medical
Education support
Dental
Sports (e.g. Gym)
Vision","1,001-5,000 employees",Construction,Kuala Lumpur
Texas Instruments Electronics Malaysia Sdn Bhd,Procurement & Logistics Intern,No info for Job Salary,Full time,"Warehousing, Storage & Distribution (Manufacturing, Transport & Logistics)",4.2,Medical,"More than 10,000 employees","Manufacturing, Transport & Logistics","Melaka, Melaka"
"Boeing Shanghai Aviation Services Co.,Ltd",Flight Operations Engineer,No info for Job Salary,Full time,Consulting & Generalist HR (Human Resources & Recruitment),No info for Company Review,No info for Company Benefits,1-10 employees,Airlines/Aviation,Kuala Lumpur
SBM MALAYSIA SDN BHD,Candidate pool-Piping Engineer (Malaysia),No info for Job Salary,Full time,Mechanical Engineering (Engineering),4,"Medical
Miscellaneous allowance
Dental
Parking
Vision","101-1,000 employees",Oil & Gas Extraction & Refinement,Kuala Lumpur
Pelabuhan Tanjung Pelepas Sdn Bhd (PTP),PLANNING SHIFT COORDINATOR,No info for Job Salary,Full time,Maintenance (Engineering),4.5,Vision,"1,001-5,000 employees",Services,"Gelang Patah, Johor"
Continental Automotive Components Malaysia Sdn. Bhd,IE Engineer,No info for Job Salary,Full time,"Production, Planning & Scheduling (Manufacturing, Transport & Logistics)",4,"Medical
Miscellaneous allowance
Education support
Dental
Sports (e.g. Gym)
Parking
Vision
Annual Dinner, Family Day","1,001-5,000 employees","Manufacturing, Transport & Logistics","Alor Setar, Kedah"
Hewlett Packard Enterprise,Global Procurement Strategic Procurement Manager,No info for Job Salary,Full time,"Purchasing, Procurement & Inventory (Manufacturing, Transport & Logistics)",4.1,Medical,"More than 10,000 employees",Computer Software & Networking,Selangor
Solar Turbines Malaysia Sdn Bhd,Fleet Manager (Gas Turbine),No info for Job Salary,Full time,Electrical/Electronic Engineering (Engineering),No info for Company Review,No info for Company Benefits,No info for Company Size,No info for Company Industry,"Kuala Lumpur City Centre, Kuala Lumpur"
GE Executive Careers,Service Operations Analytics Intern,No info for Job Salary,Full time,"Analysis & Reporting (Manufacturing, Transport & Logistics)",No info for Company Review,No info for Company Benefits,No info for Company Size,No info for Company Industry,Kuala Lumpur
Motorola Solutions Malaysia Sdn Bhd,IT Software Engineering Support (Escalation),No info for Job Salary,Full time,Networks & Systems Administration (Information & Communication Technology),4.3,"Medical
Miscellaneous allowance
Education support
Dental
Sports (e.g. Gym)
Parking
Vision
Flexi working hours, cafeteria subsidy","1,001-5,000 employees",Consumer Electronics Manufacturing,Penang
Liberty Insurance Malaysia,Senior Sustainability Specialist,No info for Job Salary,Full time,Environment & Sustainability Consulting (Consulting & Strategy),No info for Company Review,No info for Company Benefits,No info for Company Size,No info for Company Industry,Kuala Lumpur
Bjak Sdn Bhd,"Senior Software Engineer, Backend",No info for Job Salary,Full time,Engineering - Software (Information & Communication Technology),4.2,"Medical
Miscellaneous allowance
Dental
Parking",11-50 employees,Banking & Financial Services,"Petaling, Selangor"
Ranhill Worley Sdn Bhd,Advanced Analysis Engineer Level I,No info for Job Salary,Full time,Sales - Pre & Post (Information & Communication Technology),No info for Company Review,No info for Company Benefits,No info for Company Size,No info for Company Industry,"Kuala Lumpur City Centre, Kuala Lumpur"
Hilti (Malaysia) Sdn Bhd,Application Engineer,No info for Job Salary,Full time,Architects (Information & Communication Technology),4.3,"Medical
Education support
Dental
Vision
Company Car, Petrol Card, Toll & Parking allowance",51-100 employees,Machinery & Automation,"Petaling, Selangor"
Fugro Malaysia Marine Sdn Bhd,Senior Engineer,No info for Job Salary,Full time,Civil/Structural Engineering (Engineering),No info for Company Review,No info for Company Benefits,No info for Company Size,No info for Company Industry,Kuala Lumpur
TE CONNECTIVITY OPERATIONS SDN. BHD.,PRINCIPAL R&D/PRODUCT DVL ENGINEER -RF/Antenna Design,No info for Job Salary,Full time,Electrical/Electronic Engineering (Engineering),3.9,"Medical
Dental
Parking
Vision
13th month salary, bridge toll, group insurance","101-1,000 employees",Consumer Electronics Manufacturing,"Perai, Penang"
PWC CORPORATION Sdn Bhd,L3 SIEM (Security Information and Event Management) SME,No info for Job Salary,Full time,Security (Information & Communication Technology),4.4,"Medical
Education support
Sports (e.g. Gym)","1,001-5,000 employees",Accounting,Kuala Lumpur
